sub_category,product_id,cost_price,list_price,quantity,discount_percent,profit,discount,sales_price
Art,OFF-AR-10001216,10,10,5,3,1.0,1.0,12.0
Paper,OFF-PA-10003127,20,30,1,3,2.0,2.0,24.0
Binders,OFF-BI-10003910,30,40,7,4,3.0,3.0,36.0
Tables,FUR-TA-10004534,380,410,2,3,38.0,38.0,456.0
Accessories,TEC-AC-10000892,320,360,4,3,32.0,32.0,384.0
Furnishings,FUR-FU-10003247,30,40,2,2,3.0,3.0,36.0
Appliances,OFF-AP-10004336,220,230,4,3,22.0,22.0,264.0
Paper,OFF-PA-10001295,40,40,2,4,4.0,4.0,48.0
Phones,TEC-PH-10002555,480,520,2,5,48.0,48.0,576.0
Binders,OFF-BI-10000831,10,10,2,3,1.0,1.0,12.0
Copiers,TEC-CO-10001046,2630,2800,5,5,263.0,263.0,3156.0
Envelopes,OFF-EN-10002973,10,10,2,2,1.0,1.0,12.0
Labels,OFF-LA-10001641,30,30,10,5,3.0,3.0,36.0
Furnishings,FUR-FU-10003878,30,30,2,3,3.0,3.0,36.0
Tables,FUR-TA-10003837,20,20,2,4,2.0,2.0,24.0
Accessories,TEC-AC-10002800,100,120,3,3,10.0,10.0,120.0
Paper,OFF-PA-10001307,30,30,8,3,3.0,3.0,36.0
Phones,TEC-PH-10002350,70,80,3,3,7.0,7.0,84.0
Accessories,TEC-AC-10000397,100,100,3,2,10.0,10.0,120.0
Storage,OFF-ST-10000615,80,90,8,4,8.0,8.0,96.0
Phones,TEC-PH-10004531,120,140,8,3,12.0,12.0,144.0
Accessories,TEC-AC-10004001,180,210,5,2,18.0,18.0,216.0
Paper,OFF-PA-10001534,40,50,7,4,4.0,4.0,48.0
Paper,OFF-PA-10001815,250,290,6,4,25.0,25.0,300.0
Appliances,OFF-AP-10003779,550,660,4,2,55.0,55.0,660.0
Storage,OFF-ST-10002011,2400,2930,7,3,240.0,240.0,2880.0
Furnishings,FUR-FU-10002379,100,120,3,5,10.0,10.0,120.0
Art,OFF-AR-10003752,50,60,5,2,5.0,5.0,60.0
Storage,OFF-ST-10003692,100,110,2,5,10.0,10.0,120.0
Bookcases,FUR-BO-10004409,100,120,2,2,10.0,10.0,120.0
Storage,OFF-ST-10003306,290,340,3,4,29.0,29.0,348.0
Furnishings,FUR-FU-10003724,20,20,5,5,2.0,2.0,24.0
Chairs,FUR-CH-10002024,880,980,2,2,88.0,88.0,1056.0
Art,OFF-AR-10003514,30,30,8,2,3.0,3.0,36.0
Paper,OFF-PA-10001800,10,10,2,5,1.0,1.0,12.0
Phones,TEC-PH-10003589,30,40,3,4,3.0,3.0,36.0
Binders,OFF-BI-10003364,50,60,2,4,5.0,5.0,60.0
Phones,TEC-PH-10002834,460,540,3,3,46.0,46.0,552.0
Binders,OFF-BI-10000343,0,0,1,3,0.0,0.0,0.0
Binders,OFF-BI-10004584,230,250,4,3,23.0,23.0,276.0
Accessories,TEC-AC-10002402,110,130,2,4,11.0,11.0,132.0
Furnishings,FUR-FU-10000550,0,0,2,5,0.0,0.0,0.0
Appliances,OFF-AP-10000055,10,10,2,2,1.0,1.0,12.0
Furnishings,FUR-FU-10001591,50,60,5,5,5.0,5.0,60.0
Phones,TEC-PH-10000526,590,670,7,4,59.0,59.0,708.0
Binders,OFF-BI-10001071,390,450,7,3,39.0,39.0,468.0
Phones,TEC-PH-10001557,410,480,5,4,41.0,41.0,492.0
Paper,OFF-PA-10001977,140,170,3,4,14.0,14.0,168.0
Supplies,OFF-SU-10004231,20,30,4,3,2.0,2.0,24.0
Paper,OFF-PA-10000809,10,10,2,5,1.0,1.0,12.0
Fasteners,OFF-FA-10003021,10,10,8,3,1.0,1.0,12.0
Appliances,OFF-AP-10000696,10,10,2,5,1.0,1.0,12.0
Labels,OFF-LA-10001158,30,30,4,2,3.0,3.0,36.0
Bookcases,FUR-BO-10002268,200,220,4,4,20.0,20.0,240.0
Binders,OFF-BI-10000829,10,10,3,3,1.0,1.0,12.0
Bookcases,FUR-BO-10003441,210,240,3,4,21.0,21.0,252.0
Supplies,OFF-SU-10003505,660,700,6,5,66.0,66.0,792.0
Bookcases,FUR-BO-10003660,210,220,1,2,21.0,21.0,252.0
Binders,OFF-BI-10001267,10,10,7,3,1.0,1.0,12.0
Paper,OFF-PA-10002741,30,30,6,3,3.0,3.0,36.0
Labels,OFF-LA-10004345,20,20,4,3,2.0,2.0,24.0
Storage,OFF-ST-10004340,240,300,6,5,24.0,24.0,288.0
Paper,OFF-PA-10001471,20,20,3,2,2.0,2.0,24.0
Storage,OFF-ST-10002344,220,240,3,5,22.0,22.0,264.0
Paper,OFF-PA-10001892,10,10,1,2,1.0,1.0,12.0
Paper,OFF-PA-10001934,40,50,8,5,4.0,4.0,48.0
Storage,OFF-ST-10000078,230,270,1,2,23.0,23.0,276.0
Machines,TEC-MA-10001972,690,840,3,5,69.0,69.0,828.0
Envelopes,OFF-EN-10002504,110,140,5,5,11.0,11.0,132.0
Paper,OFF-PA-10002160,30,30,6,2,3.0,3.0,36.0
Chairs,FUR-CH-10001973,450,530,6,4,45.0,45.0,540.0
Appliances,OFF-AP-10001492,30,40,5,5,3.0,3.0,36.0
Supplies,OFF-SU-10002189,20,20,4,4,2.0,2.0,24.0
Chairs,FUR-CH-10003312,990,1120,5,4,99.0,99.0,1188.0
Phones,TEC-PH-10002496,230,250,2,5,23.0,23.0,276.0
Furnishings,FUR-FU-10003464,40,50,3,3,4.0,4.0,48.0
Art,OFF-AR-10000380,50,60,2,2,5.0,5.0,60.0
Binders,OFF-BI-10004593,70,80,5,2,7.0,7.0,84.0
Binders,OFF-BI-10001308,0,0,2,4,0.0,0.0,0.0
Storage,OFF-ST-10001780,840,1040,2,2,84.0,84.0,1008.0
Storage,OFF-ST-10003816,460,560,4,4,46.0,46.0,552.0
Phones,TEC-PH-10002200,230,260,2,5,23.0,23.0,276.0
Paper,OFF-PA-10004438,50,50,4,2,5.0,5.0,60.0
Furnishings,FUR-FU-10004090,30,40,2,4,3.0,3.0,36.0
Chairs,FUR-CH-10002602,200,240,2,2,20.0,20.0,240.0
Accessories,TEC-AC-10001142,340,400,5,3,34.0,34.0,408.0
Phones,TEC-PH-10004977,560,630,4,5,56.0,56.0,672.0
Furnishings,FUR-FU-10004586,10,10,2,3,1.0,1.0,12.0
Binders,OFF-BI-10001116,10,10,3,3,1.0,1.0,12.0
Binders,OFF-BI-10000666,30,30,5,2,3.0,3.0,36.0
Storage,OFF-ST-10002583,70,80,3,5,7.0,7.0,84.0
Phones,TEC-PH-10004908,60,70,1,3,6.0,6.0,72.0
Envelopes,OFF-EN-10001219,10,10,2,4,1.0,1.0,12.0
Accessories,TEC-AC-10004568,40,40,2,3,4.0,4.0,48.0
Furnishings,FUR-FU-10001756,20,20,3,5,2.0,2.0,24.0
Appliances,OFF-AP-10002311,190,210,3,5,19.0,19.0,228.0
Binders,OFF-BI-10003650,180,210,2,3,18.0,18.0,216.0
Accessories,TEC-AC-10003628,100,120,5,3,10.0,10.0,120.0
Art,OFF-AR-10001547,10,10,6,3,1.0,1.0,12.0
Chairs,FUR-CH-10002647,320,350,7,4,32.0,32.0,384.0
Chairs,FUR-CH-10004495,770,960,4,2,77.0,77.0,924.0
Phones,TEC-PH-10002923,80,90,3,5,8.0,8.0,96.0
Art,OFF-AR-10001374,30,30,5,4,3.0,3.0,36.0
Paper,OFF-PA-10003441,20,30,5,3,2.0,2.0,24.0
Labels,OFF-LA-10002043,20,30,3,5,2.0,2.0,24.0
Accessories,TEC-AC-10002049,1730,2030,6,2,173.0,173.0,2076.0
Machines,TEC-MA-10000418,1690,1800,2,3,169.0,169.0,2028.0
Phones,TEC-PH-10004908,90,100,2,4,9.0,9.0,108.0
Furnishings,FUR-FU-10004091,230,260,7,4,23.0,23.0,276.0
Binders,OFF-BI-10004600,640,740,2,2,64.0,64.0,768.0
Paper,OFF-PA-10001289,80,90,3,4,8.0,8.0,96.0
Tables,FUR-TA-10001539,220,280,2,2,22.0,22.0,264.0
Accessories,TEC-AC-10001266,30,30,2,3,3.0,3.0,36.0
Storage,OFF-ST-10001291,70,70,5,4,7.0,7.0,84.0
Accessories,TEC-AC-10001314,100,120,3,4,10.0,10.0,120.0
Binders,OFF-BI-10004040,10,10,5,4,1.0,1.0,12.0
Envelopes,OFF-EN-10001539,20,20,2,2,2.0,2.0,24.0
Envelopes,OFF-EN-10004483,70,80,5,4,7.0,7.0,84.0
Art,OFF-AR-10001615,50,60,3,2,5.0,5.0,60.0
Paper,OFF-PA-10000327,40,40,9,2,4.0,4.0,48.0
Phones,TEC-PH-10001299,210,240,2,3,21.0,21.0,252.0
Paper,OFF-PA-10002246,20,20,3,5,2.0,2.0,24.0
Furnishings,FUR-FU-10002671,70,70,5,2,7.0,7.0,84.0
Chairs,FUR-CH-10003833,370,390,8,2,37.0,37.0,444.0
Paper,OFF-PA-10001667,50,60,13,4,5.0,5.0,60.0
Binders,OFF-BI-10002003,20,20,6,4,2.0,2.0,24.0
Binders,OFF-BI-10004465,0,0,2,3,0.0,0.0,0.0
Chairs,FUR-CH-10000665,450,530,5,3,45.0,45.0,540.0
Art,OFF-AR-10004956,10,10,3,3,1.0,1.0,12.0
Art,OFF-AR-10004260,160,180,7,5,16.0,16.0,192.0
Bookcases,FUR-BO-10001811,160,180,2,4,16.0,16.0,192.0
Accessories,TEC-AC-10003280,40,50,2,4,4.0,4.0,48.0
Paper,OFF-PA-10004911,20,20,2,2,2.0,2.0,24.0
Furnishings,FUR-FU-10001487,20,20,3,4,2.0,2.0,24.0
Furnishings,FUR-FU-10000521,50,60,2,5,5.0,5.0,60.0
Appliances,OFF-AP-10001271,220,250,5,5,22.0,22.0,264.0
Binders,OFF-BI-10004728,10,10,2,2,1.0,1.0,12.0
Accessories,TEC-AC-10004666,660,830,3,2,66.0,66.0,792.0
Storage,OFF-ST-10003208,1500,1630,9,2,150.0,150.0,1800.0
Storage,OFF-ST-10003208,500,540,3,2,50.0,50.0,600.0
Binders,OFF-BI-10000632,20,30,3,5,2.0,2.0,24.0
Envelopes,OFF-EN-10004773,70,70,3,4,7.0,7.0,84.0
Phones,TEC-PH-10004700,60,70,7,5,6.0,6.0,72.0
Labels,OFF-LA-10003714,0,0,1,4,0.0,0.0,0.0
Binders,OFF-BI-10001787,20,20,4,5,2.0,2.0,24.0
Storage,OFF-ST-10002957,10,10,3,4,1.0,1.0,12.0
Phones,TEC-PH-10002115,70,70,1,3,7.0,7.0,84.0
Binders,OFF-BI-10002557,10,10,7,5,1.0,1.0,12.0
Binders,OFF-BI-10002949,0,0,3,5,0.0,0.0,0.0
Paper,OFF-PA-10004100,30,30,6,3,3.0,3.0,36.0
Fasteners,OFF-FA-10001883,20,20,3,3,2.0,2.0,24.0
Phones,TEC-PH-10000702,30,30,3,4,3.0,3.0,36.0
Binders,OFF-BI-10003196,0,0,3,4,0.0,0.0,0.0
Phones,TEC-PH-10001644,100,100,4,4,10.0,10.0,120.0
Art,OFF-AR-10003183,20,20,7,3,2.0,2.0,24.0
Furnishings,FUR-FU-10000308,120,150,3,2,12.0,12.0,144.0
Paper,OFF-PA-10001526,20,20,4,2,2.0,2.0,24.0
Phones,TEC-PH-10002103,510,600,8,2,51.0,51.0,612.0
Accessories,TEC-AC-10004209,10,10,1,4,1.0,1.0,12.0
Furnishings,FUR-FU-10000397,40,40,2,3,4.0,4.0,48.0
Paper,OFF-PA-10002137,50,60,8,2,5.0,5.0,60.0
Furnishings,FUR-FU-10001867,40,50,5,2,4.0,4.0,48.0
Labels,OFF-LA-10000407,40,40,8,2,4.0,4.0,48.0
Accessories,TEC-AC-10000420,330,350,5,4,33.0,33.0,396.0
Phones,TEC-PH-10002726,350,380,9,2,35.0,35.0,420.0
Envelopes,OFF-EN-10001415,10,10,3,2,1.0,1.0,12.0
Binders,OFF-BI-10000773,10,10,7,3,1.0,1.0,12.0
Appliances,OFF-AP-10002350,190,210,11,2,19.0,19.0,228.0
Art,OFF-AR-10001919,0,0,1,4,0.0,0.0,0.0
Appliances,OFF-AP-10002082,30,30,2,2,3.0,3.0,36.0
Labels,OFF-LA-10002762,70,80,6,3,7.0,7.0,84.0
Accessories,TEC-AC-10002800,120,150,3,4,12.0,12.0,144.0
Binders,OFF-BI-10003925,860,930,3,5,86.0,86.0,1032.0
Phones,TEC-PH-10002200,340,430,2,3,34.0,34.0,408.0
Paper,OFF-PA-10001295,80,90,5,3,8.0,8.0,96.0
Envelopes,OFF-EN-10002500,40,50,4,5,4.0,4.0,48.0
Accessories,TEC-AC-10000892,70,90,1,2,7.0,7.0,84.0
Paper,OFF-PA-10001838,10,10,2,3,1.0,1.0,12.0
Fasteners,OFF-FA-10000735,0,0,2,3,0.0,0.0,0.0
Phones,TEC-PH-10001760,270,320,2,5,27.0,27.0,324.0
Envelopes,OFF-EN-10004846,10,10,6,5,1.0,1.0,12.0
Supplies,OFF-SU-10003567,20,20,2,4,2.0,2.0,24.0
Phones,TEC-PH-10001557,220,230,3,3,22.0,22.0,264.0
Accessories,TEC-AC-10003038,10,10,1,3,1.0,1.0,12.0
Storage,OFF-ST-10004459,330,380,1,4,33.0,33.0,396.0
Furnishings,FUR-FU-10004960,100,110,5,2,10.0,10.0,120.0
Binders,OFF-BI-10000632,30,30,3,2,3.0,3.0,36.0
Binders,OFF-BI-10001107,0,0,1,2,0.0,0.0,0.0
Storage,OFF-ST-10002301,30,30,2,2,3.0,3.0,36.0
Binders,OFF-BI-10003355,0,0,1,5,0.0,0.0,0.0
Tables,FUR-TA-10002903,160,180,1,2,16.0,16.0,192.0
Storage,OFF-ST-10001580,40,40,3,3,4.0,4.0,48.0
Binders,OFF-BI-10000315,40,50,3,2,4.0,4.0,48.0
Chairs,FUR-CH-10003774,280,320,5,5,28.0,28.0,336.0
Phones,TEC-PH-10003095,100,120,7,5,10.0,10.0,120.0
Furnishings,FUR-FU-10000023,10,10,3,5,1.0,1.0,12.0
Storage,OFF-ST-10002214,50,60,5,2,5.0,5.0,60.0
Binders,OFF-BI-10002799,10,10,13,4,1.0,1.0,12.0
Phones,TEC-PH-10004912,190,220,5,4,19.0,19.0,228.0
Chairs,FUR-CH-10002602,270,320,3,5,27.0,27.0,324.0
Accessories,TEC-AC-10004510,40,50,3,2,4.0,4.0,48.0
Storage,OFF-ST-10000060,270,320,5,4,27.0,27.0,324.0
Art,OFF-AR-10000799,20,20,3,3,2.0,2.0,24.0
Chairs,FUR-CH-10004875,100,110,2,4,10.0,10.0,120.0
Phones,TEC-PH-10002085,100,110,2,2,10.0,10.0,120.0
Fasteners,OFF-FA-10000992,20,20,7,2,2.0,2.0,24.0
Furnishings,FUR-FU-10001473,50,60,3,5,5.0,5.0,60.0
Art,OFF-AR-10003045,10,10,3,4,1.0,1.0,12.0
Phones,TEC-PH-10001536,30,30,2,2,3.0,3.0,36.0
Phones,TEC-PH-10001580,90,110,1,3,9.0,9.0,108.0
Binders,OFF-BI-10004209,20,20,3,5,2.0,2.0,24.0
Labels,OFF-LA-10001613,0,0,2,3,0.0,0.0,0.0
Tables,FUR-TA-10001676,60,80,3,5,6.0,6.0,72.0
Binders,OFF-BI-10003712,0,0,2,2,0.0,0.0,0.0
Binders,OFF-BI-10000285,0,0,2,2,0.0,0.0,0.0
Paper,OFF-PA-10004609,20,20,4,5,2.0,2.0,24.0
Accessories,TEC-AC-10001314,80,100,2,4,8.0,8.0,96.0
Paper,OFF-PA-10003395,590,730,7,5,59.0,59.0,708.0
Appliances,OFF-AP-10001242,190,240,3,2,19.0,19.0,228.0
Labels,OFF-LA-10001641,10,10,4,4,1.0,1.0,12.0
Storage,OFF-ST-10003816,230,280,2,4,23.0,23.0,276.0
Envelopes,OFF-EN-10002230,190,200,3,4,19.0,19.0,228.0
Phones,TEC-PH-10002660,120,140,2,2,12.0,12.0,144.0
Phones,TEC-PH-10003171,40,40,1,2,4.0,4.0,48.0
Accessories,TEC-AC-10003709,0,0,3,2,0.0,0.0,0.0
Fasteners,OFF-FA-10000304,10,10,3,5,1.0,1.0,12.0
Accessories,TEC-AC-10003709,10,10,8,2,1.0,1.0,12.0
Chairs,FUR-CH-10002774,180,200,5,2,18.0,18.0,216.0
Copiers,TEC-CO-10001046,2760,3360,6,4,276.0,276.0,3312.0
Fasteners,OFF-FA-10003495,20,20,3,5,2.0,2.0,24.0
Art,OFF-AR-10004685,30,30,6,3,3.0,3.0,36.0
Art,OFF-AR-10004757,20,20,7,2,2.0,2.0,24.0
Phones,TEC-PH-10001615,30,30,1,4,3.0,3.0,36.0
Paper,OFF-PA-10003349,10,10,2,5,1.0,1.0,12.0
Art,OFF-AR-10000127,20,20,7,3,2.0,2.0,24.0
Supplies,OFF-SU-10002881,3790,4160,5,5,379.0,379.0,4548.0
Accessories,TEC-AC-10001109,50,50,2,4,5.0,5.0,60.0
Paper,OFF-PA-10000682,0,0,1,5,0.0,0.0,0.0
Furnishings,FUR-FU-10000221,20,20,3,4,2.0,2.0,24.0
Binders,OFF-BI-10002429,50,60,7,3,5.0,5.0,60.0
Art,OFF-AR-10002375,10,10,2,3,1.0,1.0,12.0
Appliances,OFF-AP-10000595,10,10,3,3,1.0,1.0,12.0
Phones,TEC-PH-10001530,440,490,3,2,44.0,44.0,528.0
Binders,OFF-BI-10000050,30,30,5,2,3.0,3.0,36.0
Accessories,TEC-AC-10001552,210,250,5,3,21.0,21.0,252.0
Accessories,TEC-AC-10003399,40,40,1,3,4.0,4.0,48.0
Art,OFF-AR-10004078,10,10,2,5,1.0,1.0,12.0
Supplies,OFF-SU-10002189,10,10,3,5,1.0,1.0,12.0
Furnishings,FUR-FU-10001852,0,0,2,5,0.0,0.0,0.0
Binders,OFF-BI-10003638,30,30,8,2,3.0,3.0,36.0
Machines,TEC-MA-10002428,1620,1700,11,3,162.0,162.0,1944.0
Binders,OFF-BI-10001036,20,20,7,5,2.0,2.0,24.0
Appliances,OFF-AP-10004708,110,120,4,4,11.0,11.0,132.0
Machines,TEC-MA-10000488,1540,1920,3,4,154.0,154.0,1848.0
Binders,OFF-BI-10003656,40,50,1,3,4.0,4.0,48.0
Storage,OFF-ST-10003656,70,80,1,5,7.0,7.0,84.0
Phones,TEC-PH-10001128,500,540,6,4,50.0,50.0,600.0
Furnishings,FUR-FU-10001473,50,60,3,3,5.0,5.0,60.0
Binders,OFF-BI-10004656,0,0,3,5,0.0,0.0,0.0
Envelopes,OFF-EN-10004955,10,10,3,2,1.0,1.0,12.0
Phones,TEC-PH-10002468,210,220,2,4,21.0,21.0,252.0
Phones,TEC-PH-10000576,280,330,3,3,28.0,28.0,336.0
Binders,OFF-BI-10002160,0,0,3,4,0.0,0.0,0.0
Accessories,TEC-AC-10003628,50,50,2,3,5.0,5.0,60.0
Binders,OFF-BI-10001116,30,30,6,2,3.0,3.0,36.0
Binders,OFF-BI-10002026,220,230,5,3,22.0,22.0,264.0
Furnishings,FUR-FU-10003691,80,90,7,4,8.0,8.0,96.0
Chairs,FUR-CH-10002602,530,600,5,3,53.0,53.0,636.0
Paper,OFF-PA-10000675,70,80,2,2,7.0,7.0,84.0
Chairs,FUR-CH-10002602,240,270,2,5,24.0,24.0,288.0
Binders,OFF-BI-10001900,10,10,3,5,1.0,1.0,12.0
Furnishings,FUR-FU-10001468,280,340,5,3,28.0,28.0,336.0
Art,OFF-AR-10004648,140,180,9,2,14.0,14.0,168.0
Labels,OFF-LA-10003190,10,10,3,3,1.0,1.0,12.0
Appliances,OFF-AP-10004868,40,40,7,2,4.0,4.0,48.0
Chairs,FUR-CH-10004287,600,660,3,4,60.0,60.0,720.0
Paper,OFF-PA-10002689,30,30,5,5,3.0,3.0,36.0
Appliances,OFF-AP-10002892,60,70,3,2,6.0,6.0,72.0
Furnishings,FUR-FU-10002253,110,130,3,2,11.0,11.0,132.0
Binders,OFF-BI-10001359,790,900,5,5,79.0,79.0,948.0
Binders,OFF-BI-10001267,0,0,1,4,0.0,0.0,0.0
Art,OFF-AR-10003582,60,70,3,4,6.0,6.0,72.0
Paper,OFF-PA-10003724,20,20,5,3,2.0,2.0,24.0
Paper,OFF-PA-10001033,240,260,8,4,24.0,24.0,288.0
Phones,TEC-PH-10003505,130,150,2,2,13.0,13.0,156.0
Phones,TEC-PH-10004959,210,240,3,3,21.0,21.0,252.0
Accessories,TEC-AC-10000474,210,230,3,3,21.0,21.0,252.0
Phones,TEC-PH-10003095,40,50,3,4,4.0,4.0,48.0
Furnishings,FUR-FU-10002963,0,0,1,3,0.0,0.0,0.0
Art,OFF-AR-10000203,20,20,4,5,2.0,2.0,24.0
Phones,TEC-PH-10004667,370,430,4,4,37.0,37.0,444.0
Furnishings,FUR-FU-10000193,110,130,4,2,11.0,11.0,132.0
Tables,FUR-TA-10001539,490,570,3,4,49.0,49.0,588.0
Binders,OFF-BI-10000962,100,120,9,5,10.0,10.0,120.0
Appliances,OFF-AP-10002867,180,200,3,2,18.0,18.0,216.0
Labels,OFF-LA-10001158,40,50,5,5,4.0,4.0,48.0
Paper,OFF-PA-10000675,110,120,3,3,11.0,11.0,132.0
Tables,FUR-TA-10001307,200,240,1,3,20.0,20.0,240.0
Phones,TEC-PH-10000011,50,60,3,5,5.0,5.0,60.0
Paper,OFF-PA-10002666,70,80,9,5,7.0,7.0,84.0
Fasteners,OFF-FA-10000735,10,10,4,3,1.0,1.0,12.0
Binders,OFF-BI-10000174,20,30,5,2,2.0,2.0,24.0
Art,OFF-AR-10003156,40,50,5,2,4.0,4.0,48.0
Binders,OFF-BI-10000474,20,20,5,5,2.0,2.0,24.0
Binders,OFF-BI-10003712,20,20,4,2,2.0,2.0,24.0
Accessories,TEC-AC-10003280,80,90,3,4,8.0,8.0,96.0
Bookcases,FUR-BO-10002916,380,440,3,3,38.0,38.0,456.0
Phones,TEC-PH-10002726,70,80,2,2,7.0,7.0,84.0
Phones,TEC-PH-10000895,320,360,2,4,32.0,32.0,384.0
Tables,FUR-TA-10004152,60,70,1,4,6.0,6.0,72.0
Binders,OFF-BI-10003694,20,20,2,3,2.0,2.0,24.0
Binders,OFF-BI-10002160,0,0,1,3,0.0,0.0,0.0
Paper,OFF-PA-10001685,70,70,9,2,7.0,7.0,84.0
Binders,OFF-BI-10000773,0,0,2,4,0.0,0.0,0.0
Accessories,TEC-AC-10004510,30,30,2,5,3.0,3.0,36.0
Paper,OFF-PA-10004569,20,30,4,3,2.0,2.0,24.0
Furnishings,FUR-FU-10000672,40,40,3,5,4.0,4.0,48.0
Paper,OFF-PA-10004451,20,20,3,4,2.0,2.0,24.0
Binders,OFF-BI-10004738,40,40,2,2,4.0,4.0,48.0
Furnishings,FUR-FU-10001940,10,10,3,3,1.0,1.0,12.0
Bookcases,FUR-BO-10003966,230,290,2,4,23.0,23.0,276.0
Paper,OFF-PA-10003072,10,10,2,3,1.0,1.0,12.0
Paper,OFF-PA-10002245,10,10,3,4,1.0,1.0,12.0
Bookcases,FUR-BO-10002598,110,140,2,4,11.0,11.0,132.0
Binders,OFF-BI-10002225,60,70,4,3,6.0,6.0,72.0
Accessories,TEC-AC-10003832,1070,1290,5,4,107.0,107.0,1284.0
Binders,OFF-BI-10000822,20,30,6,4,2.0,2.0,24.0
Appliances,OFF-AP-10001242,130,160,2,4,13.0,13.0,156.0
Furnishings,FUR-FU-10002445,20,30,3,5,2.0,2.0,24.0
Chairs,FUR-CH-10002372,290,360,5,2,29.0,29.0,348.0
Phones,TEC-PH-10000376,40,40,4,5,4.0,4.0,48.0
Chairs,FUR-CH-10002965,290,360,2,5,29.0,29.0,348.0
Storage,OFF-ST-10004950,90,110,9,2,9.0,9.0,108.0
Binders,OFF-BI-10003166,10,10,6,3,1.0,1.0,12.0
Paper,OFF-PA-10004610,10,10,3,5,1.0,1.0,12.0
Furnishings,FUR-FU-10000320,20,20,9,3,2.0,2.0,24.0
Envelopes,OFF-EN-10004030,0,0,1,5,0.0,0.0,0.0
Envelopes,OFF-EN-10004147,20,20,3,4,2.0,2.0,24.0
Chairs,FUR-CH-10003535,350,380,7,4,35.0,35.0,420.0
Phones,TEC-PH-10004586,1530,1800,5,2,153.0,153.0,1836.0
Storage,OFF-ST-10003208,520,580,4,3,52.0,52.0,624.0
Fasteners,OFF-FA-10003112,20,20,3,4,2.0,2.0,24.0
Phones,TEC-PH-10004447,180,220,2,3,18.0,18.0,216.0
Binders,OFF-BI-10002854,40,50,6,2,4.0,4.0,48.0
Tables,FUR-TA-10001039,140,150,3,5,14.0,14.0,168.0
Paper,OFF-PA-10004239,10,10,2,2,1.0,1.0,12.0
Phones,TEC-PH-10001530,900,1090,4,5,90.0,90.0,1080.0
Phones,TEC-PH-10000038,200,220,2,3,20.0,20.0,240.0
Binders,OFF-BI-10001765,10,10,1,5,1.0,1.0,12.0
Paper,OFF-PA-10000380,40,40,6,4,4.0,4.0,48.0
Storage,OFF-ST-10001128,390,440,4,2,39.0,39.0,468.0
Binders,OFF-BI-10003656,150,170,1,5,15.0,15.0,180.0
Paper,OFF-PA-10003441,20,30,4,3,2.0,2.0,24.0
Phones,TEC-PH-10002923,30,40,1,5,3.0,3.0,36.0
Paper,OFF-PA-10004359,560,630,6,2,56.0,56.0,672.0
Storage,OFF-ST-10001511,180,190,3,2,18.0,18.0,216.0
Art,OFF-AR-10002833,10,10,3,3,1.0,1.0,12.0
Furnishings,FUR-FU-10001940,20,20,7,5,2.0,2.0,24.0
Furnishings,FUR-FU-10003919,70,70,4,2,7.0,7.0,84.0
Storage,OFF-ST-10003479,70,80,2,4,7.0,7.0,84.0
Chairs,FUR-CH-10002965,230,280,2,4,23.0,23.0,276.0
Chairs,FUR-CH-10002965,250,280,2,2,25.0,25.0,300.0
Binders,OFF-BI-10000145,10,10,8,3,1.0,1.0,12.0
Furnishings,FUR-FU-10002191,20,20,4,5,2.0,2.0,24.0
Paper,OFF-PA-10004451,10,10,2,3,1.0,1.0,12.0
Paper,OFF-PA-10001471,60,70,9,4,6.0,6.0,72.0
Binders,OFF-BI-10003656,250,270,2,5,25.0,25.0,300.0
Art,OFF-AR-10000940,10,10,4,2,1.0,1.0,12.0
Paper,OFF-PA-10002319,80,80,2,4,8.0,8.0,96.0
Binders,OFF-BI-10000977,50,50,2,2,5.0,5.0,60.0
Fasteners,OFF-FA-10002676,0,0,1,3,0.0,0.0,0.0
Binders,OFF-BI-10004970,10,10,2,4,1.0,1.0,12.0
Appliances,OFF-AP-10003971,40,40,5,3,4.0,4.0,48.0
Supplies,OFF-SU-10001574,10,10,2,4,1.0,1.0,12.0
Chairs,FUR-CH-10000665,250,270,2,3,25.0,25.0,300.0
Appliances,OFF-AP-10000891,240,260,2,4,24.0,24.0,288.0
Paper,OFF-PA-10003790,160,180,8,4,16.0,16.0,192.0
Accessories,TEC-AC-10002217,110,130,7,4,11.0,11.0,132.0
Binders,OFF-BI-10002215,20,20,4,5,2.0,2.0,24.0
Machines,TEC-MA-10001972,520,560,2,4,52.0,52.0,624.0
Binders,OFF-BI-10001525,20,20,4,3,2.0,2.0,24.0
Chairs,FUR-CH-10000988,1130,1410,10,4,113.0,113.0,1356.0
Paper,OFF-PA-10000174,30,30,4,5,3.0,3.0,36.0
Tables,FUR-TA-10002041,180,220,2,4,18.0,18.0,216.0
Paper,OFF-PA-10002246,30,30,6,2,3.0,3.0,36.0
Storage,OFF-ST-10003327,30,30,3,3,3.0,3.0,36.0
Furnishings,FUR-FU-10002703,110,130,2,3,11.0,11.0,132.0
Paper,OFF-PA-10003651,50,60,9,5,5.0,5.0,60.0
Binders,OFF-BI-10001617,20,20,3,2,2.0,2.0,24.0
Binders,OFF-BI-10000145,10,10,6,3,1.0,1.0,12.0
Binders,OFF-BI-10001670,20,20,2,4,2.0,2.0,24.0
Furnishings,FUR-FU-10003849,20,20,3,3,2.0,2.0,24.0
